Tune_name,do,re,me,mi,fa,fi,so,la,le,te,ti,Other
hungry_rocks.krn.diss_B.txt,4,20,8,,20,,20,,,12,,
hunters_house.krn.diss_B.txt,8,12,,16,8,,10,2,,,12,
hunting_the_buffalo.krn.diss_B.txt,,20,,,,,52,,,,12,
hut_on_staffin_island.krn.diss_B.txt,12,14,,10,1,,10,22,,,2,
i_buried_my_wife_and_danced_on_her_grave.krn.diss_B.txt,8,32,,8,,,12,,,,,
i_get_my_whiskey_from_rockingham.krn.diss_B.txt,4,18,,4,4,,8,16,,,32,
ice_on_the_road.krn.diss_B.txt,,12,,16,48,,,11,,,1,
ice_on_the_road_alternate.krn.diss_B.txt,4,8,,12,20,,,12,,,2,
idlewild_jig.krn.diss_B.txt,2,4,,6,,,8,8,,,6,8
iggie_and_squiggie.krn.diss_B.txt,4,12,,16,14,,4,16,,,4,
indian.krn.diss_B.txt,4,8,,8,16,,,20,,,,
indian_point.krn.diss_B.txt,4,28,16,,16,,,,,,,
ingonish.krn.diss_B.txt,12,,4,,6,,,4,,,,
irishmans_heart_to_the_ladies.krn.diss_B.txt,4,2,,6,4,,,,,,,
iron_curtain_breakdown.krn.diss_B.txt,8,12,4,,16,,14,,24,14,,
iron_mountain.krn.diss_B.txt,8,8,,8,22,,8,8,,,,
j_b_milne.krn.diss_B.txt,,4,,,2,2,,17,,,12,
jack_daniels_reel.krn.diss_B.txt,,16,,20,,,8,22,,,,
jack_delad.krn.diss_B.txt,12,4,,,8,,12,12,,,12,
jackie_colemans.krn.diss_B.txt,,2,,16,16,,4,,,,16,
jacksons_jig.krn.diss_B.txt,4,8,,4,6,6,2,14,,,6,
jacksons_morning_brush.krn.diss_B.txt,4,32,,16,18,,,,,,,
jacky_tar.krn.diss_B.txt,16,16,8,,10,,,,4,,,
jamie_allen.krn.diss_B.txt,8,6,,4,16,,,16,,,8,
janet_beaton_jig.krn.diss_B.txt,,4,,,6,,,10,,,8,
jeff_city.krn.diss_B.txt,16,20,,8,,,,,,,8,
jefferson_road.krn.diss_B.txt,,44,,24,,,16,16,,,,8
jerry_and_tom.krn.diss_B.txt,8,12,,,,,,21,,,21,
jersey_lightning.krn.diss_B.txt,20,,,20,14,16,,24,,,,
jig_in_a.krn.diss_B.txt,,8,,,,,18,,,,16,
jigermyster.krn.diss_B.txt,4,16,,8,8,,,,,,16,
jimmy_in_the_swamp.krn.diss_B.txt,12,8,,8,,,24,8,,,24,
jims_jig.krn.diss_B.txt,8,8,,4,,,36,12,,,,
joanies_jig.krn.diss_B.txt,,12,,,12,,,8,,,,4
john_bowes.krn.diss_B.txt,20,12,,20,18,,8,4,,,12,
john_browns_dream.krn.diss_B.txt,,56,,16,8,,,,,,,
john_browns_march.krn.diss_B.txt,,4,,28,,,8,26,,,34,
john_campbells_trip_to_port_townsend.krn.diss_B.txt,16,8,4,,8,,8,16,,12,,
john_hardy.krn.diss_B.txt,4,40,,,16,,,20,,,8,
john_howatts.krn.diss_B.txt,8,14,,12,18,,8,8,,,,
john_naughtons_jig.krn.diss_B.txt,14,4,4,,10,,4,14,,4,,
john_rawl_jamieson.krn.diss_B.txt,20,20,,8,6,,4,16,,,12,
john_sharps_hornpipe.krn.diss_B.txt,4,8,,8,8,,8,28,,,12,
john_stensons_2.krn.diss_B.txt,16,,,16,40,,4,14,,,,
johnny_cope.krn.diss_B.txt,4,,,4,12,,4,20,,4,,
johnny_johnny_dont_get_drunk.krn.diss_B.txt,4,,,12,4,,20,4,,,12,
johnny_wilmots_jig.krn.diss_B.txt,4,,,4,2,,,,,,2,
johnson_girl.krn.diss_B.txt,4,18,,16,,,4,16,,,4,
joseph_reel.krn.diss_B.txt,10,12,,10,34,,,8,,,,
joys_of_my_life.krn.diss_B.txt,6,16,,18,,,10,8,,,14,
jules_verret.krn.diss_B.txt,8,,,4,6,,8,24,,,4,
julia_delaney.krn.diss_B.txt,12,30,,,12,,8,,,4,8,
julia_delaney_alternate_chords.krn.diss_B.txt,28,18,20,,24,,12,,,32,8,
juliann_johnson.krn.diss_B.txt,,16,,,,,40,,,,20,
jump_at_the_sun.krn.diss_B.txt,,16,12,,12,,4,,8,,,
june_apple.krn.diss_B.txt,4,20,,,,,16,16,,16,,
juniper_jig.krn.diss_B.txt,2,4,,2,2,,8,2,,2,6,
kaley_ambers.krn.diss_B.txt,12,2,,6,4,,14,,,4,10,2
kansas_city_reel.krn.diss_B.txt,4,,,12,28,,,16,,,,
kate_and_roses.krn.diss_B.txt,,14,,,,,12,16,,,,
kathy_seuberts_jig.krn.diss_B.txt,8,18,,6,,,6,4,,,,
kentucky_one-step.krn.diss_B.txt,16,,,24,,,,40,,,,
kerfunten.krn.diss_B.txt,12,12,,8,,,4,4,,,4,
kesh_jig.krn.diss_B.txt,8,,,,,,,,,,4,
kiss_the_bride.krn.diss_B.txt,,16,,,4,,8,12,,,8,
kitchen_jig.krn.diss_B.txt,4,8,,,12,,,,,12,,
kittens_on_catnip.krn.diss_B.txt,,8,4,,4,,2,8,,1,,
kitty_mcgee.krn.diss_B.txt,4,28,,8,8,,,,,,,
klezmer_kerry_polka1.krn.diss_B.txt,,6,4,,12,,4,,2,,2,
knockdhu_reel.krn.diss_B.txt,12,12,,,12,,20,,,8,,
koehlers_hornpipe.krn.diss_B.txt,32,4,,32,2,,16,8,,,8,
korolenko_1st_part.krn.diss_B.txt,28,16,,4,,,8,,,,14,
labyrinth.krn.diss_B.txt,,12,12,,12,,8,,8,12,,
lads_of_dunse.krn.diss_B.txt,4,12,,5,15,,6,,,,8,
lads_of_laois.krn.diss_B.txt,20,30,10,,4,,6,6,,6,,
lady_ann_montgomery.krn.diss_B.txt,12,46,,18,4,,12,16,,,,
lady_of_the_lake.krn.diss_B.txt,8,16,,8,,,,40,,,,
lady_of_the_lake2.krn.diss_B.txt,4,2,,16,18,,8,8,,,4,
lady_of_the_lake3.krn.diss_B.txt,,6,,20,8,,,28,,,8,
lady_slipper_reel.krn.diss_B.txt,4,8,,4,4,,8,14,,,8,
lady_walpoles_reel.krn.diss_B.txt,12,4,,16,4,,12,6,,,4,
laingtons_reel.krn.diss_B.txt,6,14,,14,20,,,2,,,4,
lake_erie.krn.diss_B.txt,8,8,,16,6,,16,8,,,4,
lark_on_the_strand.krn.diss_B.txt,8,8,,12,,,8,8,,,,
last_chance.krn.diss_B.txt,24,,,,22,,,,,2,,
laurie_in_f.krn.diss_B.txt,,8,,20,4,,20,,,,8,
leake_county_two_step.krn.diss_B.txt,8,2,,8,4,,,4,,,,
leaping_lulu.krn.diss_B.txt,8,,,8,4,,,,,,,
leaping_lulu_alternate.krn.diss_B.txt,8,,,4,12,,,,,,2,
lennons_no_4.krn.diss_B.txt,18,4,,18,16,,,4,,,2,
levantines_barrel.krn.diss_B.txt,,12,,,4,8,,8,,,16,
levis_beaulieu.krn.diss_B.txt,4,8,4,,16,,8,16,,,4,
lievre_reel_du.krn.diss_B.txt,8,16,,8,8,,,16,,,8,
lisnagun_jig.krn.diss_B.txt,10,34,,18,,,24,10,,,,
little_daisy.krn.diss_B.txt,4,26,,8,20,,16,4,,,12,
little_donald_in_the_pigpen.krn.diss_B.txt,,4,,,,,24,40,,4,,
little_dutch_girl.krn.diss_B.txt,4,32,,16,8,,4,20,,,,
little_judique.krn.diss_B.txt,4,16,,16,4,,4,8,,,8,
little_katie_taylor.krn.diss_B.txt,4,,,,54,,8,8,,8,,
little_nell.krn.diss_B.txt,8,30,,12,4,,4,4,,,8,
live_oak.krn.diss_B.txt,12,4,,16,,,8,4,,,12,
liza_jane.krn.diss_B.txt,12,20,,12,,,8,12,,,,
liza_rose.krn.diss_B.txt,4,12,,4,12,,2,2,,,6,
lizzy_in_the_lowground.krn.diss_B.txt,20,24,,20,,,12,8,,,,
log_cabin.krn.diss_B.txt,8,16,,16,4,,8,4,,4,2,
long_drop.krn.diss_B.txt,30,16,,8,2,,20,12,,,6,
long_hot_shower.krn.diss_B.txt,2,18,18,2,10,,28,4,6,,,
longford_collector.krn.diss_B.txt,4,16,,12,,,16,18,,,12,
lord_mayo.krn.diss_B.txt,10,4,,,14,,6,,,18,,
lost_everything.krn.diss_B.txt,4,32,,20,8,,24,,,,4,
lost_girl.krn.diss_B.txt,8,32,,8,8,,8,24,,,8,
love_shack_reel_du.krn.diss_B.txt,8,20,,16,12,,4,8,,,10,
macarthur_road.krn.diss_B.txt,4,20,,4,,,4,20,,,,
macarthur_road_alternate_B.krn.diss_B.txt,32,10,,10,4,,,22,,,,
mackilmoyle.krn.diss_B.txt,12,14,,24,32,16,,4,,,10,
macleods_farewell.krn.diss_B.txt,20,28,,14,6,,16,14,,,,
mad_dan.krn.diss_B.txt,4,4,,20,4,,4,28,,,4,
mad_river.krn.diss_B.txt,8,26,,24,,,24,4,,,22,
mad_river_alternate_b.krn.diss_B.txt,24,8,,32,4,,20,8,,,,
maghera_moutain.krn.diss_B.txt,,20,,,6,,4,12,,16,,
magnolia_one-step.krn.diss_B.txt,,32,,8,,,12,18,,,12,
magpie.krn.diss_B.txt,4,16,,8,10,,8,4,,,8,
magyarific.krn.diss_B.txt,14,12,8,,12,,10,,4,16,,
maid_in_the_meadow.krn.diss_B.txt,12,4,,4,,,8,4,,,4,
maids_of_castlebar.krn.diss_B.txt,4,20,,14,20,4,,12,,,16,
maison_de_glace.krn.diss_B.txt,4,24,8,,16,,,,,,2,
marcel_martin.krn.diss_B.txt,8,10,,8,,,4,,,,28,
march_of_st_timothy.krn.diss_B.txt,2,4,,2,24,,4,4,,,6,
marche_de_queteux_pomerleau.krn.diss_B.txt,8,24,,16,,,,,,,,
marche_des_eleves.krn.diss_B.txt,,8,16,,12,,28,,10,4,,
margots_surprise.krn.diss_B.txt,,24,36,,8,16,12,4,4,,12,
marie_sauce_ton_pain.krn.diss_B.txt,4,20,,12,4,,,,,,4,
mariposa.krn.diss_B.txt,4,36,,16,2,,10,4,,,,
mark_mcloughlins_reel.krn.diss_B.txt,8,6,,16,50,4,4,,,,,
market_town.krn.diss_B.txt,,8,,4,18,,,10,,,6,
marmotteuse.krn.diss_B.txt,4,10,,,4,,,4,,8,,
martha_campbell.krn.diss_B.txt,16,28,,32,8,,8,24,,,,
martin_rillys.krn.diss_B.txt,4,26,,8,4,,12,12,,,4,
mary_anns_reel.krn.diss_B.txt,12,4,,,4,4,,28,,,2,
mary_anns_reel_alternate_B_chords.krn.diss_B.txt,4,8,,2,4,6,2,22,,,4,
mary_claire.krn.diss_B.txt,16,10,,,,,8,,,,4,
mary_devlins.krn.diss_B.txt,8,8,,,8,,16,,,20,,
masons_apron.krn.diss_B.txt,4,6,,12,4,,4,20,,,,
mattawa_reel_de.krn.krn.diss_B.txt,14,,12,,8,,12,8,,8,,
maxime_leblanc.krn.diss_B.txt,20,24,,,4,,16,8,,16,,
mcduggles_reel.krn.diss_B.txt,8,16,,8,,,16,20,,,12,
mclenons_reel.krn.diss_B.txt,24,14,4,,8,,,4,,,,
meeting_of_the_waters.krn.diss_B.txt,,6,,8,20,,,,,,,
megajig.krn.diss_B.txt,,10,8,6,6,,,8,,10,,4
menage_a_quatre_bouree_no_3.krn.diss_B.txt,36,,28,,16,,12,,4,,,
menteries_le_reel_des.krn.diss_B.txt,10,8,,10,2,,,28,,,8,
merriweather.krn.diss_B.txt,12,12,,12,4,,4,20,,,8,
merry_scotchman_breakdown.krn.diss_B.txt,12,8,4,,8,,4,16,,,,
merryns_reel.krn.diss_B.txt,10,6,,18,6,,8,8,,,,
millbrae.krn.diss_B.txt,9,,,8,12,,10,8,,,8,
millbrae_alternate_chords.krn.diss_B.txt,13,,,12,8,,10,8,,,8,
millers_maggot.krn.diss_B.txt,,12,4,,8,,8,,4,2,,
millers_reel.krn.diss_B.txt,12,,,4,,,12,19,,,21,
millers_reel3.krn.diss_B.txt,12,14,,16,8,,8,16,,,20,
miss_barkers.krn.diss_B.txt,4,16,,12,12,,8,7,,,7,
miss_gaytons_hornpipe.krn.diss_B.txt,12,34,,4,4,,4,,,,4,
miss_macpherson_grants_jig-of_ballindalloch.krn.diss_B.txt,4,8,,6,6,,6,6,,2,8,
miss_mcclouds.krn.diss_B.txt,,12,,14,,,12,24,,,12,
miss_monaghans.krn.diss_B.txt,20,4,,26,,,,28,,,12,
miss_murray_of_lintrose.krn.diss_B.txt,4,8,,8,32,,,,,,,
miss_shepherds_reel.krn.diss_B.txt,16,20,8,,20,,8,12,,4,12,
miss_thompsons.krn.diss_B.txt,8,8,,4,8,,,,,,14,
miss_thorntons.krn.diss_B.txt,8,34,,,,,16,12,,,12,
mississippi_sawyer.krn.diss_B.txt,8,44,,16,32,,,,,,4,
mist_covered_mountains.krn.diss_B.txt,28,12,6,,8,,10,,,12,,
mollys_graduation.krn.diss_B.txt,8,20,8,,28,,8,6,4,2,,
monas.krn.diss_B.txt,20,,,38,20,,24,,,,8,
money_in_both_pockets.krn.diss_B.txt,4,,,,8,,4,8,,,2,
monique_at_the_anvil.krn.diss_B.txt,4,20,12,,18,,4,,,4,,
monique_at_the_anvil_alternate_chords.krn.diss_B.txt,4,20,20,,26,,8,,,4,,
montebello_reel_de.krn.diss_B.txt,8,6,16,,8,,8,,12,12,,
montreal_reel_de.krn.diss_B.txt,,4,,,24,,,16,,,,4
moon_and_seven_stars.krn.diss_B.txt,8,8,,12,8,,,4,,,8,
moon_behind_the_hill.krn.diss_B.txt,4,,,2,4,,2,16,,8,10,
moorit_lamb.krn.diss_B.txt,8,6,,4,2,,,12,,,12,
morin_farm_jig.krn.diss_B.txt,4,,,8,18,,,16,,,,
morrisons_jig.krn.diss_B.txt,20,14,6,,8,,4,2,,,,
mortgage_burn.krn.diss_B.txt,10,30,,22,,,8,16,,,,
moses_hoe_the_corn.krn.diss_B.txt,4,4,,,20,,8,16,,8,,
mothers_delight.krn.diss_B.txt,,14,10,,,,,,,4,,
mouse_in_the_kitchen.krn.diss_B.txt,12,8,,8,8,,4,4,,,,4
moving_cloud.krn.diss_B.txt,4,20,,16,,,,8,,,,
mr_danger.krn.diss_B.txt,28,12,40,,,8,16,,,,,4
mrs_mcgee.krn.diss_B.txt,8,6,,6,6,,4,4,,,2,
mrs_monroes_jig.krn.diss_B.txt,8,8,,12,4,,,,,,16,
mrs_norman_mackeigan.krn.diss_B.txt,,16,,16,4,,4,20,,,12,
mrs_osullivans.krn.diss_B.txt,,26,,16,,,12,12,,,,
mugs_of_brown_ale.krn.diss_B.txt,8,8,,,,,8,24,,8,,
mullinavat_reel_of.krn.diss_B.txt,8,18,,,4,,4,,,4,,
multnomah_falls.krn.diss_B.txt,,8,,,16,,20,,4,4,,
multnomah_march.krn.diss_B.txt,2,12,,14,4,,4,14,,,,
munster_bacon.krn.diss_B.txt,8,12,,14,6,,12,,,,4,
munster_buttermilk.krn.diss_B.txt,8,20,,,,,4,12,,,,
munster_hop.krn.diss_B.txt,52,14,,12,,,4,,,,,
music_for_a_found_harmonium.krn.diss_B.txt,,48,8,,40,,,4,4,,,24
music_in_the_glen.krn.diss_B.txt,16,4,,8,4,,8,20,,,4,
my_darling_asleep.krn.diss_B.txt,,8,,4,16,,8,4,,,,
my_marianne.krn.diss_B.txt,12,32,,20,,,16,8,,,8,
myras_jig.krn.diss_B.txt,4,4,,10,,,6,36,,,,
nail_that_catfish_to_a_tree.krn.diss_B.txt,10,32,,14,4,,,8,,,,
ned_kendalls_hornpipe.krn.diss_B.txt,16,,,20,10,,,4,,,40,
needlecase.krn.diss_B.txt,4,2,,12,8,,8,24,,,,
new_fiddle.krn.diss_B.txt,,12,,4,14,,8,8,,,8,
new_five_cents.krn.diss_B.txt,,36,,4,8,,,24,,,,
new_money.krn.diss_B.txt,12,12,,4,8,,,38,,,24,
new_mown_meadows.krn.diss_B.txt,,,,12,,,,24,,,,
new_stove.krn.diss_B.txt,2,6,,,10,,,8,,,,
ni_felis_gratis.krn.diss_B.txt,4,10,12,,8,,4,,,40,,
nine_miles_out_of_louisville.krn.diss_B.txt,10,12,,16,8,,,2,,,12,
nine_points_of_roguery.krn.diss_B.txt,8,10,,,12,,12,14,,,8,
nixons_farewell.krn.diss_B.txt,,24,,4,8,,,,,,,
nord_reel_du.krn.diss_B.txt,,22,,,,,,,,,26,
north_carolina_breakdown.krn.diss_B.txt,,16,,28,,,,4,,,4,
north_river_fox.krn.diss_B.txt,16,8,,16,8,,8,,,,8,8
obamas_march_to_the_white_house.krn.diss_B.txt,8,10,,9,2,,2,6,,,7,
oh_my_little_darlin.krn.diss_B.txt,,10,,,2,,8,34,,18,4,
okeefes_slide.krn.diss_B.txt,16,16,,,6,,8,8,,8,,
ol_bob.krn.diss_B.txt,4,16,,16,16,,12,10,,,12,
old_copperplate.krn.diss_B.txt,8,16,4,,12,,12,16,,32,,
old_favorite.krn.diss_B.txt,2,,,4,,,,16,,,12,
old_flanagan.krn.diss_B.txt,,16,,8,16,,,,,,4,
old_grey_cat.krn.diss_B.txt,12,8,4,,8,,16,,,20,,
old_grey_horse.krn.diss_B.txt,12,24,,8,,,,24,,,,
old_horse_and_buggy.krn.diss_B.txt,4,12,,6,,,16,8,,,,
old_joe.krn.diss_B.txt,8,20,24,4,,,12,4,,,,
old_john_tate.krn.diss_B.txt,12,8,4,,20,,4,6,,6,,
old_man_old_woman.krn.diss_B.txt,,4,,16,18,,4,12,,,12,
old_mother_flanagan.krn.diss_B.txt,4,24,,8,4,,,28,,,,
old_woman_tossed_up_in_a_blanket.krn.diss_B.txt,4,4,,20,,,20,8,,,,
old_woolworths.krn.diss_B.txt,12,,,64,36,,,8,,,,
old_yeller_dog_come_trottin_through_the_meetinghouse.krn.diss_B.txt,,4,,4,,,8,48,,,,
on_the_danforth.krn.diss_B.txt,,24,,,16,,12,4,,,,
one_horned_sheep.krn.diss_B.txt,2,,,12,38,,4,8,,,8,
onions_reel_des.krn.diss_B.txt,12,8,,12,,,,28,,,20,
orage_du_quebec.krn.diss_B.txt,4,36,,8,4,,,4,,,,
orphan.krn.diss_B.txt,,12,8,,16,,8,,,16,,
other_good_host.krn.diss_B.txt,20,,,24,8,,4,4,,,4,
otters_holt.krn.diss_B.txt,8,,4,40,4,,12,,,8,,
out_on_the_ocean.krn.diss_B.txt,10,8,,10,,,12,8,,,8,
out_on_the_ocean_alternate_chords.krn.diss_B.txt,10,8,,16,,,14,4,,,8,
out_on_the_road.krn.diss_B.txt,2,14,,16,,,8,16,,,,
out_with_the_boys.krn.diss_B.txt,8,,,2,4,,,2,,,36,
over_the_causeway.krn.diss_B.txt,4,12,,36,,,20,,,,,
oyster_river_hornpipe.krn.diss_B.txt,24,8,,12,,,,14,,,10,
pacific_slope_hornpipe.krn.diss_B.txt,8,2,,4,10,,4,4,,,8,
paddy_faheys_jig_1.krn.diss_B.txt,20,12,,,8,,,8,,,4,
paddy_faheys_reel_no_1.krn.diss_B.txt,16,4,4,,12,,12,16,,4,4,
paddy_faheys_reel_no_3.krn.diss_B.txt,16,8,,20,4,,12,,,,24,
paddy_killorans.krn.diss_B.txt,12,,,4,,,,4,,,,
paddy_on_a_handcar.krn.diss_B.txt,4,,4,,20,,,24,,8,,
paddy_on_the_landfill.krn.diss_B.txt,4,12,8,,,,20,,,20,,
paddy_on_the_landfill_alternate_chords.krn.diss_B.txt,4,12,8,,,,16,,,20,,
paddy_on_the_turnpike.krn.diss_B.txt,4,8,,,4,,16,8,,8,,
paddys_return.krn.diss_B.txt,4,18,,24,4,,,4,,,4,
paddys_trip_to_scotland.krn.diss_B.txt,10,,,,,4,,22,,,12,
palmers_gate.krn.diss_B.txt,8,16,8,,24,,12,,2,22,,
pams_tune.krn.diss_B.txt,4,,30,,24,,10,,2,,2,16
parry_sound_reel.krn.diss_B.txt,8,,,16,26,4,,8,,,,
party_tune.krn.diss_B.txt,,36,,,,,,16,,,32,6
pateroller.krn.diss_B.txt,4,24,,,16,,40,8,,8,,
patins_de_pauline.krn.diss_B.txt,,8,,12,,,8,4,,,,
pays_de_haut.krn.diss_B.txt,8,4,,8,4,,,8,,,,
peacock_rag.krn.diss_B.txt,14,10,,20,,8,,12,,,2,12
pere_bruneau_reel_du.krn.diss_B.txt,,,,14,10,,,24,,,16,
pere_doiron.krn.diss_B.txt,24,6,,8,,,,,,,,
pere_leon_reel_de.krn.diss_B.txt,8,20,,12,16,,,,,,,
petes_breakdown.krn.diss_B.txt,4,12,,4,36,,,16,,,4,
petes_march.krn.diss_B.txt,8,16,,24,8,,10,8,,,,
petit_sarny_68_du.krn.diss_B.txt,6,6,,8,6,,10,8,,,6,
phoenix.krn.diss_B.txt,20,16,,4,,,,4,,,14,
phone_call.krn.diss_B.txt,12,44,16,,,,,,,,,4
piedmont.krn.diss_B.txt,,8,,12,40,,,,,,,
pigeon_on_the_gate.krn.diss_B.txt,8,28,6,,12,,8,8,,20,8,
pikes_peak.krn.diss_B.txt,,16,,16,,,8,20,,,8,
piney_woods_gal.krn.diss_B.txt,8,48,,8,,,,12,,,,
pipe_on_the_hob.krn.diss_B.txt,14,18,,4,2,,6,4,,,,
pipe_slang.krn.diss_B.txt,,4,,,,,24,4,,16,,
plowmans_folly.krn.diss_B.txt,16,8,,,12,8,,4,,,18,6
pointe_au_pic_reel_de.krn.diss_B.txt,6,14,2,2,10,,6,4,4,18,,2
pont_de_letang_le_reel_du.krn.diss_B.txt,8,,,4,20,,4,36,,,,
poor_but_happy_at_53.krn.diss_B.txt,12,20,12,,12,,4,,4,18,,
poor_old_woman.krn.diss_B.txt,16,16,8,,8,,8,10,,8,,
popcorn.krn.diss_B.txt,12,10,,18,,,4,12,,,,
portland_gypsy_reel.krn.diss_B.txt,2,6,14,,8,,18,,4,,8,
possum_up_a_gum_stump.krn.diss_B.txt,4,8,,12,4,,4,5,,,9,
posties_jig.krn.diss_B.txt,,2,,2,,,,8,,,2,
pottingers_reel.krn.diss_B.txt,8,8,,12,8,,4,4,,,2,
premiere_partie_de_quadrille.krn.diss_B.txt,,22,,8,14,2,4,6,,,,
pretty_peggy.krn.diss_B.txt,8,4,,,4,,,4,,,4,
pride_of_cluinte.krn.diss_B.txt,4,12,,24,,,24,,,,4,
printemps.krn.diss_B.txt,,,,12,4,,,4,,,12,
ptit_felix_reel_du.krn.diss_B.txt,,36,,,4,,,,,,16,
punters_graveyard.krn.diss_B.txt,8,,8,,,,8,,8,12,,
puppeteer.krn.diss_B.txt,10,4,,10,6,,8,,,,16,
quadrille_bouchard_troisieme_partie.krn.diss_B.txt,4,24,,22,2,46,,32,,,24,8
quadrille_de_beauharnois.krn.diss_B.txt,,,,12,,,16,12,,,4,
quadrille_des_ancetres_figure_2.krn.diss_B.txt,16,12,,4,8,,,8,,,,
quadrille_montcalm.krn.diss_B.txt,,16,,16,20,,4,4,,,6,
quarry_cross.krn.diss_B.txt,20,,12,,20,,20,,,12,,
quindaro.krn.diss_B.txt,8,4,,12,26,,4,4,,,16,
rabbit_reel.krn.diss_B.txt,12,8,,20,34,,,12,,,,
racine_le_beau.krn.diss_B.txt,20,4,,20,12,,8,12,,,,
rambling_pitchfork.krn.diss_B.txt,,20,,18,14,,4,,,,4,
randy_millers_reel.krn.diss_B.txt,8,8,8,,10,,12,,20,28,,
rannie_maclellan.krn.diss_B.txt,20,16,,16,6,,4,4,,,16,
raquetteurs.krn.diss_B.txt,8,22,18,4,26,,4,,12,,,
rare.krn.diss_B.txt,8,22,,12,4,,8,14,,,8,
rays_classic.krn.diss_B.txt,8,,,6,6,,16,,,,4,
re_68_en.krn.diss_B.txt,,4,,12,,,,8,,,,
rebel_raid.krn.diss_B.txt,,24,,24,4,,8,16,,,,
reconciliation.krn.diss_B.txt,4,12,,24,4,,12,16,,,14,
red_boots.krn.diss_B.txt,16,6,,8,,,4,16,,,20,
red_crow.krn.diss_B.txt,6,10,8,,12,,2,2,2,12,,
red_prairie_dawn.krn.diss_B.txt,8,12,,8,,,8,8,,,,
redondo.krn.diss_B.txt,,24,,12,,,10,8,,,,
releveur_le.krn.diss_B.txt,8,20,,12,12,,,,,,4,
remi_reel_de.krn.diss_B.txt,,10,,8,,,12,8,,,16,
repeal_the_poll_tax.krn.diss_B.txt,16,8,,16,,,20,24,,,,
repondre_reel_a.krn.diss_B.txt,12,16,,16,22,,8,8,,,8,
return_to_milltown.krn.diss_B.txt,20,32,,12,28,,,,,,,
reunion_jig.krn.diss_B.txt,,6,,34,18,,,,,,,
reverend_brothers_jig.krn.diss_B.txt,4,12,4,,4,,12,,,4,,
richmond_cotillion.krn.diss_B.txt,,8,,8,32,,,20,,8,,
riding_on_a_load_of_hay.krn.diss_B.txt,4,6,12,,4,,16,6,,,,4
riff_city.krn.diss_B.txt,4,4,4,,12,,4,,,24,,
rio_reel_of.krn.diss_B.txt,,24,,14,4,,16,16,,,,
river_bend.krn.diss_B.txt,4,8,,6,,,2,8,,10,,
riviere_du_loup_le_reel_de.krn.diss_B.txt,4,,,8,4,,4,20,,,8,
road_from_the_south.krn.diss_B.txt,8,6,12,,16,,10,,,,,
road_to_boston.krn.diss_B.txt,4,20,,20,20,4,8,,,,,
road_to_california.krn.diss_B.txt,4,8,,,8,,16,8,,,16,
road_to_errogie.krn.diss_B.txt,6,20,,12,,,24,18,,,,
road_to_glountane.krn.diss_B.txt,16,48,,28,,,8,24,,,,
road_to_lisdoonvarna.krn.diss_B.txt,,16,,,4,,4,8,,4,,
road_to_skye.krn.diss_B.txt,2,2,,8,8,,4,4,,,8,
robe_de_mariee.krn.diss_B.txt,6,28,,18,20,2,4,6,,,6,
robertsons_reel.krn.diss_B.txt,4,16,,4,6,,8,,,,8,
robins_bodhran.krn.diss_B.txt,8,4,4,,12,,4,,4,6,,
rochester_schottische.krn.diss_B.txt,4,36,,20,16,,16,16,,,,
rock_the_cradle_joe.krn.diss_B.txt,,16,,12,4,,8,4,,,12,
rock_valley_jig.krn.diss_B.txt,,,,4,,,,28,,,12,4
rockabilly_reel.krn.diss_B.txt,,12,,,22,,8,,8,,,
rockingham_cindy.krn.diss_B.txt,4,22,,4,,,16,,,,,
rod_ta_houll_da.krn.diss_B.txt,,,,12,8,,8,8,,,4,
ronde_des_voyagers.krn.diss_B.txt,4,10,,8,6,,8,20,,,38,
room_211.krn.diss_B.txt,16,48,,8,,,,4,,,,
rose_in_the_heather.krn.diss_B.txt,8,4,,20,4,,4,20,,,,
round_the_horn.krn.diss_B.txt,4,4,16,,8,,4,,4,10,,
rue_de_gaspe_reel_de_la.krn.diss_B.txt,2,4,,14,18,,4,14,,,4,4
ruffled_drawers.krn.diss_B.txt,16,12,,4,,,,18,,,,
rumblestrip.krn.diss_B.txt,10,,,16,24,,2,,,24,,2
rythme.krn.diss_B.txt,20,4,,20,,8,8,24,,,,
sacketts_harbor.krn.diss_B.txt,4,12,20,,30,,,,,,,
safe_harbor.krn.diss_B.txt,8,14,,14,,10,,36,,,2,
sail_away_ladies.krn.diss_B.txt,4,4,,36,,,4,38,,,14,
sailing_into_walpoles_marsh.krn.diss_B.txt,8,16,,,12,,8,,,,,
sailors_wife.krn.diss_B.txt,16,26,,,4,,,,,,,
saint-etienne_reel_de.krn.diss_B.txt,,4,,,14,,,22,,,22,
saint-germain_68.krn.diss_B.txt,,,,4,4,,,20,,,,
saint_antoine_reel.krn.diss_B.txt,16,26,,12,12,,8,,,,12,
saint_jean_reel.krn.diss_B.txt,12,32,,12,8,,,12,,,,
saint_johns_hoedown.krn.diss_B.txt,4,12,,8,4,,,20,,,8,
saint_joseph_reel.krn.diss_B.txt,8,12,,20,16,,8,12,,,8,
saint_paul_reel.krn.diss_B.txt,8,10,,16,8,,16,,,,,
sally_ann_johnson.krn.diss_B.txt,8,20,,20,8,,,4,,,,
sally_gardens.krn.diss_B.txt,20,8,,16,2,,10,20,,,12,
